idx,State,LGA,Postcode
4647,Victoria,Maroondah,3132
4648,Victoria,Maroondah,3133
4649,Victoria,Maroondah,3134
4650,Victoria,Maroondah,3135
4651,Victoria,Maroondah,3136
4652,Victoria,Maroondah,3137
4653,Victoria,Maroondah,3138
4654,Victoria,Maroondah,3152
4655,Victoria,Maroondah,3153
4656,Victoria,Maroondah,3155
4657,Victoria,Melbourne,3000
4658,Victoria,Melbourne,3002
4659,Victoria,Melbourne,3003
4660,Victoria,Melbourne,3004
4661,Victoria,Melbourne,3005
4662,Victoria,Melbourne,3006
4663,Victoria,Melbourne,3008
4664,Victoria,Melbourne,3010
4665,Victoria,Melbourne,3011
4666,Victoria,Melbourne,3013
4667,Victoria,Melbourne,3015
4668,Victoria,Melbourne,3031
4669,Victoria,Melbourne,3032
4670,Victoria,Melbourne,3051
4671,Victoria,Melbourne,3052
4672,Victoria,Melbourne,3053
4673,Victoria,Melbourne,3054
4674,Victoria,Melbourne,3055
4675,Victoria,Melbourne,3056
4676,Victoria,Melbourne,3065
4677,Victoria,Melbourne,3066
4678,Victoria,Melbourne,3068
4679,Victoria,Melbourne,3121
4680,Victoria,Melbourne,3141
4681,Victoria,Melbourne,3181
4682,Victoria,Melbourne,3205
4683,Victoria,Melbourne,3206
4684,Victoria,Melbourne,3207
4685,Victoria,Melton,3021
4686,Victoria,Melton,3023
4687,Victoria,Melton,3024
4688,Victoria,Melton,3029
4689,Victoria,Melton,3030
4690,Victoria,Melton,3037
4691,Victoria,Melton,3335
4692,Victoria,Melton,3337
4693,Victoria,Melton,3338
4694,Victoria,Melton,3340
4695,Victoria,Melton,3427
4696,Victoria,Melton,3429
4697,Victoria,Melton,3437
4698,Victoria,Mildura,2648
4699,Victoria,Mildura,2717
4700,Victoria,Mildura,2737
4701,Victoria,Mildura,2738
4702,Victoria,Mildura,2739
4703,Victoria,Mildura,3420
4704,Victoria,Mildura,3490
4705,Victoria,Mildura,3491
4706,Victoria,Mildura,3494
4707,Victoria,Mildura,3496
4708,Victoria,Mildura,3498
4709,Victoria,Mildura,3500
4710,Victoria,Mildura,3501
4711,Victoria,Mildura,3505
4712,Victoria,Mildura,3507
4713,Victoria,Mildura,3509
4714,Victoria,Mildura,3512
4715,Victoria,Mildura,3533
4716,Victoria,Mildura,3546
4717,Victoria,Mildura,3549
4718,Victoria,Mildura,5267
4719,Victoria,Mildura,5302
4720,Victoria,Mildura,5303
4721,Victoria,Mildura,5311
4722,Victoria,Mildura,5340
4723,Victoria,Mildura,5440
4724,Victoria,Mitchell,3064
4725,Victoria,Mitchell,3430
4726,Victoria,Mitchell,3435
4727,Victoria,Mitchell,3444
4728,Victoria,Mitchell,3521
4729,Victoria,Mitchell,3522
4730,Victoria,Mitchell,3523
4731,Victoria,Mitchell,3608
4732,Victoria,Mitchell,3658
4733,Victoria,Mitchell,3659
4734,Victoria,Mitchell,3660
4735,Victoria,Mitchell,3662
4736,Victoria,Mitchell,3663
4737,Victoria,Mitchell,3664
4738,Victoria,Mitchell,3666
4739,Victoria,Mitchell,3717
4740,Victoria,Mitchell,3751
4741,Victoria,Mitchell,3753
4742,Victoria,Mitchell,3756
4743,Victoria,Mitchell,3757
4744,Victoria,Mitchell,3758
4745,Victoria,Mitchell,3764
4746,Victoria,Moira,2646
4747,Victoria,Moira,2647
4748,Victoria,Moira,2710
4749,Victoria,Moira,2712
4750,Victoria,Moira,2714
4751,Victoria,Moira,2731
4752,Victoria,Moira,3564
4753,Victoria,Moira,3620
4754,Victoria,Moira,3629
4755,Victoria,Moira,3634
4756,Victoria,Moira,3635
4757,Victoria,Moira,3636
4758,Victoria,Moira,3637
4759,Victoria,Moira,3638
4760,Victoria,Moira,3639
4761,Victoria,Moira,3640
4762,Victoria,Moira,3641
4763,Victoria,Moira,3644
4764,Victoria,Moira,3646
4765,Victoria,Moira,3649
4766,Victoria,Moira,3678
4767,Victoria,Moira,3682
4768,Victoria,Moira,3726
4769,Victoria,Moira,3727
4770,Victoria,Moira,3728
4771,Victoria,Moira,3730
4772,Victoria,Monash,3125
4773,Victoria,Monash,3133
4774,Victoria,Monash,3145
4775,Victoria,Monash,3146
4776,Victoria,Monash,3147
4777,Victoria,Monash,3148
4778,Victoria,Monash,3149
4779,Victoria,Monash,3150
4780,Victoria,Monash,3151
4781,Victoria,Monash,3152
4782,Victoria,Monash,3163
4783,Victoria,Monash,3165
4784,Victoria,Monash,3166
4785,Victoria,Monash,3167
4786,Victoria,Monash,3168
4787,Victoria,Monash,3169
4788,Victoria,Monash,3170
4789,Victoria,Monash,3171
4790,Victoria,Monash,3174
4791,Victoria,Monash,3175
4792,Victoria,Monash,3178
4793,Victoria,Monash,3179
4794,Victoria,Monash,3800
4795,Victoria,Moonee Valley,3011
4796,Victoria,Moonee Valley,3012
4797,Victoria,Moonee Valley,3019
4798,Victoria,Moonee Valley,3020
4799,Victoria,Moonee Valley,3031
4800,Victoria,Moonee Valley,3032
4801,Victoria,Moonee Valley,3033
4802,Victoria,Moonee Valley,3034
4803,Victoria,Moonee Valley,3039
4804,Victoria,Moonee Valley,3040
4805,Victoria,Moonee Valley,3041
4806,Victoria,Moonee Valley,3042
4807,Victoria,Moonee Valley,3043
4808,Victoria,Moonee Valley,3044
4809,Victoria,Moonee Valley,3046
4810,Victoria,Moonee Valley,3051
4811,Victoria,Moonee Valley,3052
4812,Victoria,Moonee Valley,3055
4813,Victoria,Moorabool,3024
4814,Victoria,Moorabool,3331
4815,Victoria,Moorabool,3333
4816,Victoria,Moorabool,3334
4817,Victoria,Moorabool,3337
4818,Victoria,Moorabool,3338
4819,Victoria,Moorabool,3340
4820,Victoria,Moorabool,3341
4821,Victoria,Moorabool,3342
4822,Victoria,Moorabool,3345
4823,Victoria,Moorabool,3350
4824,Victoria,Moorabool,3352
4825,Victoria,Moorabool,3357
4826,Victoria,Moorabool,3363
4827,Victoria,Moorabool,3364
4828,Victoria,Moorabool,3437
4829,Victoria,Moorabool,3442
4830,Victoria,Moorabool,3458
4831,Victoria,Moorabool,3461
4832,Victoria,Moreland,3032
4833,Victoria,Moreland,3039
4834,Victoria,Moreland,3040
4835,Victoria,Moreland,3041
4836,Victoria,Moreland,3042
4837,Victoria,Moreland,3043
4838,Victoria,Moreland,3044
4839,Victoria,Moreland,3046
4840,Victoria,Moreland,3047
4841,Victoria,Moreland,3052
4842,Victoria,Moreland,3054
4843,Victoria,Moreland,3055
4844,Victoria,Moreland,3056
4845,Victoria,Moreland,3057
4846,Victoria,Moreland,3058
4847,Victoria,Moreland,3060
4848,Victoria,Moreland,3061
4849,Victoria,Moreland,3068
4850,Victoria,Moreland,3070
4851,Victoria,Moreland,3071
4852,Victoria,Moreland,3072
4853,Victoria,Moreland,3073
4854,Victoria,Moreland,3074
4855,Victoria,Mornington Peninsula,3199
4856,Victoria,Mornington Peninsula,3911
4857,Victoria,Mornington Peninsula,3912
4858,Victoria,Mornington Peninsula,3913
4859,Victoria,Mornington Peninsula,3915
4860,Victoria,Mornington Peninsula,3916
4861,Victoria,Mornington Peninsula,3918
4862,Victoria,Mornington Peninsula,3919
4863,Victoria,Mornington Peninsula,3920
4864,Victoria,Mornington Peninsula,3926
4865,Victoria,Mornington Peninsula,3927
4866,Victoria,Mornington Peninsula,3928
4867,Victoria,Mornington Peninsula,3929
4868,Victoria,Mornington Peninsula,3930
4869,Victoria,Mornington Peninsula,3931
4870,Victoria,Mornington Peninsula,3933
4871,Victoria,Mornington Peninsula,3934
4872,Victoria,Mornington Peninsula,3936
4873,Victoria,Mornington Peninsula,3937
4874,Victoria,Mornington Peninsula,3938
4875,Victoria,Mornington Peninsula,3939
4876,Victoria,Mornington Peninsula,3940
4877,Victoria,Mornington Peninsula,3941
4878,Victoria,Mornington Peninsula,3942
4879,Victoria,Mornington Peninsula,3943
4880,Victoria,Mornington Peninsula,3944
4881,Victoria,Mount Alexander,3364
4882,Victoria,Mount Alexander,3444
4883,Victoria,Mount Alexander,3447
4884,Victoria,Mount Alexander,3448
4885,Victoria,Mount Alexander,3450
4886,Victoria,Mount Alexander,3451
4887,Victoria,Mount Alexander,3453
4888,Victoria,Mount Alexander,3461
4889,Victoria,Mount Alexander,3462
4890,Victoria,Mount Alexander,3463
4891,Victoria,Mount Alexander,3464
4892,Victoria,Mount Alexander,3472
4893,Victoria,Mount Alexander,3522
4894,Victoria,Mount Alexander,3551
4895,Victoria,Moyne,3260
4896,Victoria,Moyne,3264
4897,Victoria,Moyne,3265
4898,Victoria,Moyne,3266
4899,Victoria,Moyne,3268
4900,Victoria,Moyne,3269
4901,Victoria,Moyne,3270
4902,Victoria,Moyne,3272
4903,Victoria,Moyne,3273
4904,Victoria,Moyne,3274
4905,Victoria,Moyne,3275
4906,Victoria,Moyne,3276
4907,Victoria,Moyne,3277
4908,Victoria,Moyne,3278
4909,Victoria,Moyne,3280
4910,Victoria,Moyne,3281
4911,Victoria,Moyne,3282
4912,Victoria,Moyne,3283
4913,Victoria,Moyne,3284
4914,Victoria,Moyne,3285
4915,Victoria,Moyne,3286
4916,Victoria,Moyne,3287
4917,Victoria,Moyne,3289
4918,Victoria,Moyne,3293
4919,Victoria,Moyne,3301
4920,Victoria,Moyne,3303
4921,Victoria,Moyne,3304
4922,Victoria,Moyne,3325
4923,Victoria,Moyne,3351
4924,Victoria,Murrindindi,3099
4925,Victoria,Murrindindi,3658
4926,Victoria,Murrindindi,3659
4927,Victoria,Murrindindi,3660
4928,Victoria,Murrindindi,3666
4929,Victoria,Murrindindi,3711
4930,Victoria,Murrindindi,3712
4931,Victoria,Murrindindi,3713
4932,Victoria,Murrindindi,3714
4933,Victoria,Murrindindi,3715
4934,Victoria,Murrindindi,3717
4935,Victoria,Murrindindi,3719
4936,Victoria,Murrindindi,3720
4937,Victoria,Murrindindi,3723
4938,Victoria,Murrindindi,3757
4939,Victoria,Murrindindi,3763
4940,Victoria,Murrindindi,3775
4941,Victoria,Murrindindi,3777
4942,Victoria,Murrindindi,3778
4943,Victoria,Murrindindi,3779
4944,Victoria,Murrindindi,3799
4945,Victoria,Nillumbik,3082
4946,Victoria,Nillumbik,3083
4947,Victoria,Nillumbik,3087
4948,Victoria,Nillumbik,3088
4949,Victoria,Nillumbik,3089
4950,Victoria,Nillumbik,3090
4951,Victoria,Nillumbik,3091
4952,Victoria,Nillumbik,3093
4953,Victoria,Nillumbik,3094
4954,Victoria,Nillumbik,3095
4955,Victoria,Nillumbik,3096
4956,Victoria,Nillumbik,3097
4957,Victoria,Nillumbik,3099
4958,Victoria,Nillumbik,3106
4959,Victoria,Nillumbik,3113
4960,Victoria,Nillumbik,3115
4961,Victoria,Nillumbik,3116
4962,Victoria,Nillumbik,3752
4963,Victoria,Nillumbik,3754
4964,Victoria,Nillumbik,3755
4965,Victoria,Nillumbik,3757
4966,Victoria,Nillumbik,3759
4967,Victoria,Nillumbik,3760
4968,Victoria,Nillumbik,3761
4969,Victoria,Nillumbik,3763
4970,Victoria,Nillumbik,3770
4971,Victoria,Nillumbik,3775
4972,Victoria,Nillumbik,3777
4973,Victoria,Northern Grampians,3294
4974,Victoria,Northern Grampians,3314
4975,Victoria,Northern Grampians,3374
4976,Victoria,Northern Grampians,3375
4977,Victoria,Northern Grampians,3377
4978,Victoria,Northern Grampians,3379
4979,Victoria,Northern Grampians,3380
4980,Victoria,Northern Grampians,3381
4981,Victoria,Northern Grampians,3384
4982,Victoria,Northern Grampians,3385
4983,Victoria,Northern Grampians,3387
4984,Victoria,Northern Grampians,3388
4985,Victoria,Northern Grampians,3390
4986,Victoria,Northern Grampians,3392
4987,Victoria,Northern Grampians,3401
4988,Victoria,Northern Grampians,3469
4989,Victoria,Northern Grampians,3475
4990,Victoria,Northern Grampians,3477
4991,Victoria,Northern Grampians,3478
4992,Victoria,Northern Grampians,3480
4993,Victoria,Northern Grampians,3518
4994,Victoria,Northern Grampians,3525
4995,Victoria,Port Phillip,3004
4996,Victoria,Port Phillip,3006
4997,Victoria,Port Phillip,3141
4998,Victoria,Port Phillip,3143
4999,Victoria,Port Phillip,3161
5000,Victoria,Port Phillip,3181
5001,Victoria,Port Phillip,3182
5002,Victoria,Port Phillip,3183
5003,Victoria,Port Phillip,3184
5004,Victoria,Port Phillip,3185
5005,Victoria,Port Phillip,3186
5006,Victoria,Port Phillip,3205
5007,Victoria,Port Phillip,3206
5008,Victoria,Port Phillip,3207
5009,Victoria,Pyrenees,3325
5010,Victoria,Pyrenees,3351
5011,Victoria,Pyrenees,3352
5012,Victoria,Pyrenees,3360
5013,Victoria,Pyrenees,3361
5014,Victoria,Pyrenees,3371
5015,Victoria,Pyrenees,3373
5016,Victoria,Pyrenees,3375
5017,Victoria,Pyrenees,3378
5018,Victoria,Pyrenees,3384
5019,Victoria,Pyrenees,3465
5020,Victoria,Pyrenees,3467
5021,Victoria,Pyrenees,3468
5022,Victoria,Pyrenees,3469
5023,Victoria,Pyrenees,3475
5024,Victoria,Pyrenees,3477
5025,Victoria,Pyrenees,3478
5026,Victoria,Queenscliffe,3222
5027,Victoria,Queenscliffe,3225
5028,Victoria,Southern Grampians,3274
5029,Victoria,Southern Grampians,3286
5030,Victoria,Southern Grampians,3287
5031,Victoria,Southern Grampians,3289
5032,Victoria,Southern Grampians,3293
5033,Victoria,Southern Grampians,3294
5034,Victoria,Southern Grampians,3300
5035,Victoria,Southern Grampians,3301
5036,Victoria,Southern Grampians,3302
5037,Victoria,Southern Grampians,3303
5038,Victoria,Southern Grampians,3310
5039,Victoria,Southern Grampians,3311
5040,Victoria,Southern Grampians,3312
5041,Victoria,Southern Grampians,3314
5042,Victoria,Southern Grampians,3315
5043,Victoria,Southern Grampians,3317
5044,Victoria,Southern Grampians,3351
5045,Victoria,Southern Grampians,3379
5046,Victoria,Southern Grampians,3381
5047,Victoria,Southern Grampians,3401
5048,Victoria,Southern Grampians,3407
5049,Victoria,South Gippsland,3818
5050,Victoria,South Gippsland,3821
5051,Victoria,South Gippsland,3823
5052,Victoria,South Gippsland,3824
5053,Victoria,South Gippsland,3835
5054,Victoria,South Gippsland,3870
5055,Victoria,South Gippsland,3871
5056,Victoria,South Gippsland,3945
5057,Victoria,South Gippsland,3950
5058,Victoria,South Gippsland,3951
5059,Victoria,South Gippsland,3953
5060,Victoria,South Gippsland,3954
5061,Victoria,South Gippsland,3956
5062,Victoria,South Gippsland,3957
5063,Victoria,South Gippsland,3958
5064,Victoria,South Gippsland,3959
5065,Victoria,South Gippsland,3960
5066,Victoria,South Gippsland,3962
5067,Victoria,South Gippsland,3965
5068,Victoria,South Gippsland,3966
5069,Victoria,South Gippsland,3971
5070,Victoria,South Gippsland,3979
5071,Victoria,South Gippsland,3981
5072,Victoria,South Gippsland,3984
5073,Victoria,South Gippsland,3987
5074,Victoria,South Gippsland,3988
5075,Victoria,South Gippsland,3995
5076,Victoria,South Gippsland,3996
5077,Victoria,Stonnington,3004
5078,Victoria,Stonnington,3121
5079,Victoria,Stonnington,3122
5080,Victoria,Stonnington,3123
5081,Victoria,Stonnington,3141
5082,Victoria,Stonnington,3142
5083,Victoria,Stonnington,3143
5084,Victoria,Stonnington,3144
5085,Victoria,Stonnington,3145
5086,Victoria,Stonnington,3146
5087,Victoria,Stonnington,3147
5088,Victoria,Stonnington,3148
5089,Victoria,Stonnington,3161
5090,Victoria,Stonnington,3163
5091,Victoria,Stonnington,3166
5092,Victoria,Stonnington,3181
5093,Victoria,Stonnington,3182
5094,Victoria,Stonnington,3183
5095,Victoria,Strathbogie,3523
5096,Victoria,Strathbogie,3551
5097,Victoria,Strathbogie,3608
5098,Victoria,Strathbogie,3610
5099,Victoria,Strathbogie,3612
5100,Victoria,Strathbogie,3631
5101,Victoria,Strathbogie,3646
5102,Victoria,Strathbogie,3660
5103,Victoria,Strathbogie,3662
5104,Victoria,Strathbogie,3663
5105,Victoria,Strathbogie,3664
5106,Victoria,Strathbogie,3666
5107,Victoria,Strathbogie,3669
5108,Victoria,Strathbogie,3670
5109,Victoria,Strathbogie,3715
5110,Victoria,Strathbogie,3719
5111,Victoria,Strathbogie,3720
5112,Victoria,Strathbogie,3726
5113,Victoria,Surf Coast,3216
5114,Victoria,Surf Coast,3221
5115,Victoria,Surf Coast,3227
5116,Victoria,Surf Coast,3228
5117,Victoria,Surf Coast,3230
5118,Victoria,Surf Coast,3231
5119,Victoria,Surf Coast,3232
5120,Victoria,Surf Coast,3235
5121,Victoria,Surf Coast,3240
5122,Victoria,Surf Coast,3241
5123,Victoria,Surf Coast,3242
5124,Victoria,Surf Coast,3243
5125,Victoria,Surf Coast,3321
5126,Victoria,Swan Hill,2715
5127,Victoria,Swan Hill,2735
5128,Victoria,Swan Hill,2736
5129,Victoria,Swan Hill,2737
5130,Victoria,Swan Hill,3501
5131,Victoria,Swan Hill,3507
5132,Victoria,Swan Hill,3530
5133,Victoria,Swan Hill,3533
5134,Victoria,Swan Hill,3542
5135,Victoria,Swan Hill,3544
5136,Victoria,Swan Hill,3546
5137,Victoria,Swan Hill,3549
5138,Victoria,Swan Hill,3579
5139,Victoria,Swan Hill,3584
5140,Victoria,Swan Hill,3585
5141,Victoria,Swan Hill,3586
5142,Victoria,Swan Hill,3588
5143,Victoria,Swan Hill,3589
5144,Victoria,Swan Hill,3590
5145,Victoria,Swan Hill,3591
5146,Victoria,Swan Hill,3594
5147,Victoria,Swan Hill,3595
5148,Victoria,Swan Hill,3596
5149,Victoria,Swan Hill,3597
5150,Victoria,Towong,2640
5151,Victoria,Towong,2642
5152,Victoria,Towong,2644
5153,Victoria,Towong,2649
5154,Victoria,Towong,3691
5155,Victoria,Towong,3695
5156,Victoria,Towong,3697
5157,Victoria,Towong,3700
5158,Victoria,Towong,3701
5159,Victoria,Towong,3705
5160,Victoria,Towong,3707
5161,Victoria,Towong,3709
5162,Victoria,Towong,3885
5163,Victoria,Towong,3900
5164,Victoria,Wangaratta,3673
5165,Victoria,Wangaratta,3675
5166,Victoria,Wangaratta,3677
5167,Victoria,Wangaratta,3678
5168,Victoria,Wangaratta,3682
5169,Victoria,Wangaratta,3683
5170,Victoria,Wangaratta,3723
5171,Victoria,Wangaratta,3726
5172,Victoria,Wangaratta,3728
5173,Victoria,Wangaratta,3730
5174,Victoria,Wangaratta,3732
5175,Victoria,Wangaratta,3733
5176,Victoria,Wangaratta,3735
5177,Victoria,Wangaratta,3737
5178,Victoria,Wangaratta,3746
5179,Victoria,Wangaratta,3747
5180,Victoria,Wangaratta,3858
5181,Victoria,Warrnambool,3275
5182,Victoria,Warrnambool,3277
5183,Victoria,Warrnambool,3280
5184,Victoria,Warrnambool,3281
5185,Victoria,Warrnambool,3282
5186,Victoria,Wellington,3678
5187,Victoria,Wellington,3723
5188,Victoria,Wellington,3737
5189,Victoria,Wellington,3741
5190,Victoria,Wellington,3825
5191,Victoria,Wellington,3833
5192,Victoria,Wellington,3844
5193,Victoria,Wellington,3847
5194,Victoria,Wellington,3850
5195,Victoria,Wellington,3851
5196,Victoria,Wellington,3852
5197,Victoria,Wellington,3854
5198,Victoria,Wellington,3856
5199,Victoria,Wellington,3857
5200,Victoria,Wellington,3858
5201,Victoria,Wellington,3859
5202,Victoria,Wellington,3860
5203,Victoria,Wellington,3862
5204,Victoria,Wellington,3864
5205,Victoria,Wellington,3870
5206,Victoria,Wellington,3873
5207,Victoria,Wellington,3874
5208,Victoria,Wellington,3875
5209,Victoria,Wellington,3880
5210,Victoria,Wellington,3898
5211,Victoria,Wellington,3960
5212,Victoria,Wellington,3962
5213,Victoria,Wellington,3966
5214,Victoria,Wellington,3971
5215,Victoria,West Wimmera,3312
5216,Victoria,West Wimmera,3315
5217,Victoria,West Wimmera,3317
5218,Victoria,West Wimmera,3318
5219,Victoria,West Wimmera,3319
5220,Victoria,West Wimmera,3401
5221,Victoria,West Wimmera,3407
5222,Victoria,West Wimmera,3409
5223,Victoria,West Wimmera,3412
5224,Victoria,West Wimmera,3413
5225,Victoria,West Wimmera,3418
5226,Victoria,West Wimmera,3419
5227,Victoria,West Wimmera,3420
5228,Victoria,West Wimmera,3490
5229,Victoria,West Wimmera,5262
5230,Victoria,West Wimmera,5263
5231,Victoria,West Wimmera,5267
5232,Victoria,West Wimmera,5268
5233,Victoria,West Wimmera,5269
5234,Victoria,West Wimmera,5271
5235,Victoria,West Wimmera,5277
5236,Victoria,Whitehorse,3103
5237,Victoria,Whitehorse,3104
5238,Victoria,Whitehorse,3108
5239,Victoria,Whitehorse,3109
5240,Victoria,Whitehorse,3111
5241,Victoria,Whitehorse,3124
5242,Victoria,Whitehorse,3125
5243,Victoria,Whitehorse,3127
5244,Victoria,Whitehorse,3128
5245,Victoria,Whitehorse,3129
5246,Victoria,Whitehorse,3130
5247,Victoria,Whitehorse,3131
5248,Victoria,Whitehorse,3132
5249,Victoria,Whitehorse,3133
5250,Victoria,Whitehorse,3134
5251,Victoria,Whitehorse,3146
5252,Victoria,Whitehorse,3149
5253,Victoria,Whitehorse,3150
5254,Victoria,Whitehorse,3151
5255,Victoria,Whitehorse,3152
5256,Victoria,Whittlesea,3061
5257,Victoria,Whittlesea,3062
5258,Victoria,Whittlesea,3064
5259,Victoria,Whittlesea,3073
5260,Victoria,Whittlesea,3074
5261,Victoria,Whittlesea,3075
5262,Victoria,Whittlesea,3076
5263,Victoria,Whittlesea,3082
5264,Victoria,Whittlesea,3083
5265,Victoria,Whittlesea,3088
5266,Victoria,Whittlesea,3090
5267,Victoria,Whittlesea,3091
5268,Victoria,Whittlesea,3099
5269,Victoria,Whittlesea,3658
5270,Victoria,Whittlesea,3750
5271,Victoria,Whittlesea,3751
5272,Victoria,Whittlesea,3752
5273,Victoria,Whittlesea,3753
5274,Victoria,Whittlesea,3754
5275,Victoria,Whittlesea,3755
5276,Victoria,Whittlesea,3756
5277,Victoria,Whittlesea,3757
5278,Victoria,Wodonga,2640
5279,Victoria,Wodonga,3688
5280,Victoria,Wodonga,3690
5281,Victoria,Wodonga,3691
5282,Victoria,Wodonga,3694
5283,Victoria,Wodonga,3749
5284,Victoria,Wyndham,3012
5285,Victoria,Wyndham,3018
5286,Victoria,Wyndham,3020
5287,Victoria,Wyndham,3024
5288,Victoria,Wyndham,3025
5289,Victoria,Wyndham,3026
5290,Victoria,Wyndham,3027
5291,Victoria,Wyndham,3028
5292,Victoria,Wyndham,3029
5293,Victoria,Wyndham,3030
5294,Victoria,Wyndham,3211
5295,Victoria,Wyndham,3212
5296,Victoria,Wyndham,3338
5297,Victoria,Wyndham,3340
5298,Victoria,Yarra,3002
5299,Victoria,Yarra,3004
5300,Victoria,Yarra,3053
5301,Victoria,Yarra,3054
5302,Victoria,Yarra,3056
5303,Victoria,Yarra,3057
5304,Victoria,Yarra,3065
5305,Victoria,Yarra,3066
5306,Victoria,Yarra,3067
5307,Victoria,Yarra,3068
5308,Victoria,Yarra,3070
5309,Victoria,Yarra,3078
5310,Victoria,Yarra,3079
5311,Victoria,Yarra,3101
5312,Victoria,Yarra,3102
5313,Victoria,Yarra,3121
5314,Victoria,Yarra,3122
5315,Victoria,Yarra,3141
5316,Victoria,Yarra,3142
5317,Victoria,Yarra Ranges,3115
5318,Victoria,Yarra Ranges,3116
5319,Victoria,Yarra Ranges,3136
5320,Victoria,Yarra Ranges,3137
5321,Victoria,Yarra Ranges,3138
5322,Victoria,Yarra Ranges,3139
5323,Victoria,Yarra Ranges,3140
5324,Victoria,Yarra Ranges,3153
5325,Victoria,Yarra Ranges,3154
5326,Victoria,Yarra Ranges,3155
5327,Victoria,Yarra Ranges,3156
5328,Victoria,Yarra Ranges,3158
5329,Victoria,Yarra Ranges,3159
5330,Victoria,Yarra Ranges,3160
5331,Victoria,Yarra Ranges,3713
5332,Victoria,Yarra Ranges,3723
5333,Victoria,Yarra Ranges,3763
5334,Victoria,Yarra Ranges,3765
5335,Victoria,Yarra Ranges,3766
5336,Victoria,Yarra Ranges,3767
5337,Victoria,Yarra Ranges,3770
5338,Victoria,Yarra Ranges,3775
5339,Victoria,Yarra Ranges,3777
5340,Victoria,Yarra Ranges,3778
5341,Victoria,Yarra Ranges,3781
5342,Victoria,Yarra Ranges,3782
5343,Victoria,Yarra Ranges,3783
5344,Victoria,Yarra Ranges,3785
5345,Victoria,Yarra Ranges,3786
5346,Victoria,Yarra Ranges,3787
5347,Victoria,Yarra Ranges,3788
5348,Victoria,Yarra Ranges,3789
5349,Victoria,Yarra Ranges,3791
5350,Victoria,Yarra Ranges,3792
5351,Victoria,Yarra Ranges,3793
5352,Victoria,Yarra Ranges,3795
5353,Victoria,Yarra Ranges,3796
5354,Victoria,Yarra Ranges,3797
5355,Victoria,Yarra Ranges,3799
5356,Victoria,Yarra Ranges,3804
5357,Victoria,Yarra Ranges,3806
5358,Victoria,Yarra Ranges,3808
5359,Victoria,Yarra Ranges,3833
5360,Victoria,Yarriambiack,3385
5361,Victoria,Yarriambiack,3387
5362,Victoria,Yarriambiack,3388
5363,Victoria,Yarriambiack,3390
5364,Victoria,Yarriambiack,3391
5365,Victoria,Yarriambiack,3392
5366,Victoria,Yarriambiack,3393
5367,Victoria,Yarriambiack,3395
5368,Victoria,Yarriambiack,3396
5369,Victoria,Yarriambiack,3401
5370,Victoria,Yarriambiack,3414
5371,Victoria,Yarriambiack,3423
5372,Victoria,Yarriambiack,3424
5373,Victoria,Yarriambiack,3480
5374,Victoria,Yarriambiack,3482
5375,Victoria,Yarriambiack,3485
5376,Victoria,Yarriambiack,3490
5377,Victoria,Yarriambiack,3491
5378,Victoria,Yarriambiack,3507
5379,Victoria,Yarriambiack,3531
5380,Victoria,Yarriambiack,3533
5381,Western Australia,Albany,6324
5382,Western Australia,Albany,6326
5383,Western Australia,Albany,6327
5384,Western Australia,Albany,6328
5385,Western Australia,Albany,6330
5386,Western Australia,Albany,6333
5387,Western Australia,Albany,6338
5388,Western Australia,Armadale,6076
5389,Western Australia,Armadale,6110
5390,Western Australia,Armadale,6111
5391,Western Australia,Armadale,6112
5392,Western Australia,Armadale,6121
5393,Western Australia,Armadale,6122
5394,Western Australia,Armadale,6124
5395,Western Australia,Armadale,6155
5396,Western Australia,Armadale,6164
